449,0.34,0.53,1.59,39.41,410,0.34,27.78,1.61,41.01,29.26,347.7,399.15,3.2392,412.21,413.73,211.75,198.2,196.57,203.79,212.63,52.139,0.36671,216,25.599,197.04
449,0.34,0.53,1.59,39.41,410,0.34,27.78,1.61,41.01,29.26,347.64,399.16,3.239,412.23,413.69,211.95,198.38,196.44,203.79,212.72,53.572,0.3656,216.02,25.639,197.05
449,0.34,0.53,1.59,39.41,410,0.34,27.78,1.61,41.01,29.26,347.74,399.17,3.2388,412.2,413.57,212.42,198.79,196.36,203.71,212.74,57.059,0.36689,216.28,25.732,197.24
443,0.34,0.44,1.59,39.36,411,0.34,27.76,1.6,41.12,29.18,347.72,399.15,3.2388,412.26,413.58,212.5,198.9,196.37,203.71,212.72,56.168,0.3696,216.22,25.714,197.37
443,0.34,0.44,1.59,39.36,411,0.34,27.76,1.6,41.12,29.18,347.75,399.1,3.2388,412.18,413.54,212.49,198.93,196.46,203.7,212.81,54.939,0.37119,216.31,25.64,197.38
443,0.34,0.44,1.59,39.36,411,0.34,27.76,1.6,41.12,29.18,347.7,399.02,3.2384,412.22,413.58,212.76,198.98,196.46,203.56,212.72,53.266,0.37165,216.42,25.711,197.57
445,0.34,0.48,1.59,39.45,413,0.34,27.79,1.6,41.11,29.16,347.74,399.04,3.2389,412.16,413.61,212.71,199.1,196.47,203.62,212.6,52.575,0.37065,216.42,25.618,197.5
445,0.34,0.48,1.59,39.45,413,0.34,27.79,1.6,41.11,29.16,347.69,399.05,3.2389,412.19,413.75,212.68,198.89,196.61,203.68,212.65,52.429,0.36989,216.58,25.646,197.6
445,0.34,0.48,1.59,39.45,413,0.34,27.79,1.6,41.11,29.16,347.67,399.02,3.2386,412.12,413.64,212.29,198.74,196.5,203.66,212.55,52.939,0.36862,216.5,25.676,197.5
442,0.34,0.41,1.58,39.45,411,0.34,27.77,1.6,41.12,29.17,347.73,399.13,3.2385,412.06,413.64,212.3,198.68,196.73,203.66,212.52,54.338,0.36823,216.5,25.694,197.49
442,0.34,0.41,1.58,39.45,411,0.34,27.77,1.6,41.12,29.17,347.75,399.12,3.2388,412.19,413.73,212.27,198.72,196.72,203.68,212.54,54.552,0.36931,216.38,25.822,197.4
442,0.34,0.41,1.58,39.45,411,0.34,27.77,1.6,41.12,29.17,347.78,399.17,3.2391,412.06,413.57,212.25,198.57,196.51,203.79,212.56,53.201,0.36955,216.22,25.596,197.37
446,0.34,0.48,1.55,39.44,410.01,0.34,27.73,1.5702,41.16,29.21,347.62,399.17,3.2387,412.03,413.54,212.09,198.67,196.55,203.72,212.5,52.319,0.36948,216.11,25.643,197.34
446,0.34,0.48,1.55,39.44,410,0.34,27.73,1.57,41.16,29.21,347.7,399.24,3.2383,412.17,413.66,212.16,198.65,196.64,203.87,212.65,51.607,0.36902,216.26,25.686,197.42
446,0.34,0.48,1.55,39.44,410,0.34,27.73,1.57,41.16,29.21,347.71,399.25,3.2382,412.1,413.5,212.15,198.43,196.47,203.86,212.71,51.792,0.36854,216.16,25.659,197.16
443,0.34,0.40002,1.59,39.4,410,0.34,27.73,1.57,41.16,29.21,347.77,399.21,3.2375,412.26,413.58,212.03,198.54,196.61,203.88,212.73,51.904,0.36831,216.24,25.688,197.34
443,0.34,0.4,1.59,39.4,411,0.34,27.73,1.58,41.12,29.22,347.75,399.14,3.2378,412.23,413.58,212.15,198.42,196.51,203.78,212.75,53.386,0.36852,216.3,25.683,197.21
443,0.34,0.4,1.59,39.4,411,0.34,27.73,1.58,41.12,29.22,347.69,399.1,3.2372,412.12,413.52,211.85,198.15,196.44,203.8,212.64,53.264,0.36799,216.34,25.596,196.98
443,0.34,0.375,1.59,39.335,411,0.34,27.73,1.58,41.12,29.22,347.76,399.11,3.2367,412.12,413.59,211.89,198.27,196.42,203.84,212.8,52.047,0.36756,216.38,25.722,197.06
443,0.34,0.35,1.59,39.27,411,0.34,27.82,1.61,41,29.23,347.69,399.08,3.2364,412.12,413.63,211.73,198.1,196.31,203.77,212.67,52.469,0.36678,216.37,25.671,196.88
443,0.34,0.35,1.59,39.27,411,0.34,27.82,1.61,41,29.23,347.72,399.02,3.2363,412.1,413.64,211.73,198.04,196.34,203.65,212.79,53.147,0.36633,216.49,25.77,196.83
443,0.34,0.35,1.59,39.27,411,0.34,27.82,1.61,41,29.23,347.67,398.99,3.2363,412.14,413.63,211.78,198.15,196.38,203.75,212.75,53.291,0.36597,216.44,25.72,196.97
440,0.34,0.46,1.57,39.34,408,0.34,27.79,1.59,41.02,29.26,347.56,398.97,3.2365,412.08,413.5,211.99,198.25,196.16,203.62,212.68,54.643,0.36557,216.35,25.775,196.9
440,0.34,0.46,1.57,39.34,408,0.34,27.79,1.59,41.02,29.26,347.68,399.11,3.2371,412.09,413.58,212.09,198.39,196.22,203.54,212.76,55.79,0.36579,216.34,25.698,196.95
440,0.34,0.46,1.57,39.34,408,0.34,27.79,1.59,41.02,29.26,347.71,399.08,3.2372,412.13,413.52,212.13,198.44,196.18,203.47,212.55,55.709,0.36606,216.46,25.601,197.1
446,0.34,0.41,1.54,39.34,411,0.34,27.75,1.57,41.09,29.25,347.64,399.08,3.2376,412.14,413.64,212.47,198.84,196.3,203.54,212.63,56.036,0.36683,216.35,25.684,197.18
446,0.34,0.41,1.54,39.34,411,0.34,27.75,1.57,41.09,29.25,347.64,399.08,3.2382,412.08,413.56,212.59,198.82,196.19,203.46,212.47,55.966,0.36767,216.33,25.652,197.22
446,0.34,0.41,1.54,39.34,411,0.34,27.75,1.57,41.09,29.25,347.7,399.08,3.2391,412.1,413.6,212.73,199.18,196.26,203.29,212.51,55.509,0.36824,216.36,25.814,197.51
445,0.34,0.49,1.53,39.36,414,0.34,27.83,1.55,41.05,29.23,347.82,399.15,3.2398,412.17,413.55,212.91,199.33,196.33,203.32,212.45,54.355,0.3683,216.31,25.602,197.57
445,0.34,0.49,1.53,39.36,414,0.34,27.83,1.55,41.05,29.23,347.87,399.13,3.2406,412.07,413.49,213.07,199.16,196.46,203.49,212.43,54.414,0.36833,216.17,25.71,197.68
445,0.34,0.49,1.53,39.36,414,0.34,27.83,1.55,41.05,29.23,347.8,399.22,3.2406,412.07,413.58,212.61,199.1,196.5,203.4,212.39,53.535,0.36776,216.18,25.695,197.64
446,0.34,0.49,1.51,39.37,414,0.34,27.83,1.55,41.05,29.23,347.83,399.24,3.2412,412.07,413.5,212.35,198.86,196.59,203.5,212.27,60.131,0.36702,216.27,25.847,197.61
446,0.34,0.49,1.51,39.37,414,0.34,27.83,1.53,41.06,29.24,347.88,399.37,3.2409,412.23,413.53,212.1,198.52,196.64,203.68,212.41,54.478,0.36831,216.16,25.805,197.46
446,0.34,0.49,1.51,39.37,414,0.34,27.83,1.53,41.06,29.24,347.89,399.53,3.2407,412.14,413.46,211.74,198.17,196.66,203.67,212.4,53.203,0.36743,216.08,25.88,197.33
443,0.34,0.48,1.51,39.5,414,0.34,27.83,1.53,41.06,29.24,347.97,399.67,3.2407,412.31,413.55,211.58,197.91,196.58,203.89,212.48,52.958,0.3666,216.11,25.79,197
443,0.34,0.48,1.51,39.5,411,0.34,27.85,1.52,41.05,29.24,347.9,399.77,3.2411,412.19,413.58,211.37,197.83,196.55,203.92,212.61,53.189,0.36605,216.26,25.753,197.07
443,0.34,0.48,1.51,39.5,411,0.34,27.85,1.52,41.05,29.24,347.88,399.76,3.2409,412.35,413.51,211.34,197.89,196.38,203.8,212.65,54.617,0.36577,216.05,25.614,196.88
443,0.34,0.48,1.51,39.5,411,0.34,27.85,1.52,41.05,29.24,347.82,399.96,3.2419,412.52,413.58,211.61,197.98,196.44,203.82,212.76,54.539,0.36652,216.22,25.813,196.87
448,0.34,0.48,1.51,39.53,410,0.34,27.79,1.52,41.2,29.15,347.92,399.94,3.2425,412.51,413.59,211.65,198.13,196.25,203.85,212.79,54.295,0.36737,216.38,25.807,196.81
448,0.34,0.48,1.51,39.53,410,0.34,27.79,1.52,41.2,29.15,347.94,399.89,3.2433,412.68,413.64,212.16,198.52,196.27,203.6,212.8,53.883,0.36825,216.53,25.914,196.92
448,0.34,0.48,1.51,39.53,410,0.34,27.79,1.52,41.2,29.15,347.93,400,3.2436,412.71,413.77,212.75,198.91,196.24,203.69,212.97,52.566,0.36781,216.59,25.749,197.2
445,0.34,0.51,1.51,39.51,411,0.34,27.75,1.53,41.21,29.18,347.95,399.93,3.2444,412.79,413.83,213.02,199.23,196.22,203.53,212.87,52.623,0.36696,216.66,25.875,197.44
445,0.34,0.51,1.51,39.51,411,0.34,27.75,1.53,41.21,29.18,347.98,399.82,3.2443,412.85,413.83,213.04,199.37,196.38,203.42,212.74,52.719,0.36714,216.75,25.775,197.62
445,0.34,0.51,1.51,39.51,411,0.34,27.75,1.53,41.21,29.18,347.98,399.9,3.2446,412.68,413.83,212.85,199.2,196.44,203.42,212.73,52.67,0.36662,216.87,25.959,197.73
443,0.34,0.51,1.51,39.53,414,0.34,27.75,1.52,41.22,29.16,348.08,399.95,3.2443,412.72,413.86,212.32,198.82,196.52,203.3,212.61,52.832,0.36636,216.84,25.997,197.67
443,0.34,0.51,1.51,39.53,414,0.34,27.75,1.52,41.22,29.16,348.07,399.95,3.2437,412.77,413.98,212.18,198.52,196.63,203.51,212.51,56.601,0.36645,216.56,25.887,197.54
443,0.34,0.51,1.51,39.53,414,0.34,27.75,1.52,41.22,29.16,348.11,400.02,3.2433,412.63,414.01,211.58,198.01,196.52,203.59,212.49,53.752,0.36661,216.45,25.903,197.25
442,0.34,0.5,1.51,39.51,413,0.34,27.81,1.52,41.19,29.14,348.09,400.17,3.2428,412.64,414,211.11,197.57,196.53,203.8,212.44,52.858,0.36623,216.35,25.857,196.95
442,0.34,0.5,1.51,39.51,413,0.34,27.81,1.52,41.19,29.14,347.93,400.06,3.2426,412.64,413.97,210.81,197.28,196.45,203.75,212.47,53.026,0.36563,216.22,25.757,196.73
442,0.34,0.5,1.51,39.51,413,0.34,27.81,1.52,41.19,29.14,347.98,400.13,3.2419,412.81,413.96,210.99,197.34,196.32,203.75,212.56,52.986,0.36559,216.2,25.889,196.54
445,0.34,0.5,1.51,39.46,413,0.34,27.81,1.52,41.19,29.14,348,400.22,3.2421,412.79,413.89,211.45,197.73,196.22,203.9,212.77,53.437,0.36504,216.18,25.735,196.48
445,0.34,0.5,1.51,39.46,411,0.34,27.71,1.53,41.23,29.19,347.89,400.04,3.2423,412.78,413.76,211.8,198.23,195.98,203.62,212.81,54.127,0.36486,216.13,25.723,196.67
445,0.34,0.5,1.51,39.46,411,0.34,27.71,1.53,41.23,29.19,347.88,399.99,3.2424,412.85,413.77,211.94,198.34,195.94,203.55,212.82,55.039,0.3647,216.41,25.886,196.9
445,0.34,0.48031,1.5198,39.45,411,0.34,27.71,1.53,41.23,29.19,347.82,399.93,3.2425,412.95,413.8,212.48,198.78,195.91,203.29,212.76,55.947,0.36509,216.51,25.901,197.06
445,0.34,0.48,1.52,39.45,414,0.34,27.8,1.53,41.12,29.21,347.91,399.95,3.243,412.96,413.97,212.87,199.27,196.01,203.37,212.77,56.233,0.36638,216.66,25.827,197.31
445,0.34,0.48,1.52,39.45,414,0.34,27.8,1.53,41.12,29.21,348.09,399.84,3.2428,412.88,413.98,213.07,199.38,196.13,203.13,212.73,62.202,0.36763,216.67,25.943,197.47
445,0.34,0.48,1.52,39.45,414,0.34,27.8,1.53,41.12,29.21,348,399.82,3.2429,412.83,413.96,212.46,198.96,196.32,203.16,212.5,55.364,0.37007,216.76,25.843,197.53
449,0.34,0.52,1.51,39.45,416,0.34,27.82,1.52,41.1,29.22,348.1,399.9,3.2428,412.77,414.02,212.24,198.45,196.29,203.21,212.38,52.888,0.36934,216.72,25.839,197.35
449,0.34,0.52,1.51,39.45,416,0.34,27.82,1.52,41.1,29.22,348.04,400.03,3.2426,412.81,414.11,211.6,198.03,196.44,203.36,212.26,52.86,0.36793,216.64,25.84,197.02
449,0.34,0.52,1.51,39.45,416,0.34,27.82,1.52,41.1,29.22,348.08,400.1,3.2423,412.64,414.05,211.42,197.72,196.33,203.43,212.26,53.467,0.36653,216.42,25.871,196.95
442,0.34,0.49,1.51,39.39,417,0.34,27.88,1.52,41.08,29.19,347.97,399.99,3.2428,412.61,413.92,210.99,197.64,196.25,203.39,212.13,54.797,0.36597,216.18,25.93,196.7
442,0.34,0.49,1.51,39.39,417,0.34,27.88,1.52,41.08,29.19,348.04,400.14,3.2429,412.63,413.95,211.31,197.78,196.21,203.64,212.32,55.629,0.36742,215.86,25.86,196.58
442,0.34,0.49,1.51,39.39,417,0.34,27.88,1.52,41.08,29.19,348.04,400.21,3.2434,412.75,413.98,211.33,197.82,196.27,203.62,212.38,54.915,0.36855,216.08,25.998,196.64
451,0.34,0.48,1.51,39.4,414,0.34,27.83,1.52,41.09,29.22,347.97,400.13,3.2432,412.68,413.9,211.79,198.29,195.96,203.41,212.55,53.895,0.36965,215.94,25.874,196.73
451,0.34,0.48,1.51,39.4,414,0.34,27.83,1.52,41.09,29.22,348.01,400.09,3.2433,412.84,413.88,212.36,198.78,196.01,203.45,212.55,53.041,0.36957,216.01,25.959,197.07
451,0.34,0.48,1.51,39.4,414,0.34,27.83,1.52,41.09,29.22,348.14,400.16,3.2428,412.91,413.93,212.84,199.23,196.07,203.37,212.76,53.551,0.36855,216.19,25.857,197.31
442,0.34,0.49,1.51,39.38,414,0.34,27.811,1.52,41.118,29.211,348.13,400.18,3.2426,413.03,414.03,213.06,199.38,196.17,203.37,212.65,54.615,0.36956,216.32,26.006,197.64
442,0.34,0.49,1.51,39.38,414,0.34,27.81,1.52,41.12,29.21,348.19,400.18,3.2423,412.95,414.08,212.99,199.29,196.23,203.28,212.6,52.547,0.36952,216.47,26.004,197.71
442,0.34,0.49,1.51,39.38,414,0.34,27.81,1.52,41.12,29.21,348.19,400.2,3.2422,412.87,414.08,212.76,199.18,196.43,203.35,212.56,51.981,0.36813,216.53,26.016,197.66
443,0.34,0.51,1.5,39.51,414,0.34,27.81,1.52,41.12,29.21,348.13,400.13,3.2424,412.86,414.08,212.11,198.64,196.48,203.34,212.37,51.86,0.36642,216.54,25.996,197.59
