4.490000000000000000e+02 3.400000035762786865e-01 5.299999713897705078e-01 1.590000033378601074e+00 3.940999984741210938e+01 4.100000000000000000e+02 3.400000035762786865e-01 2.778000068664550781e+01 1.610000014305114746e+00 4.100999832153320312e+01 2.926000022888183594e+01 3.477000122070312500e+02 3.991499938964843750e+02 3.239200115203857422e+00 4.122099914550781250e+02 4.137300109863281250e+02 2.117500000000000000e+02 1.981999969482421875e+02 1.965700073242187500e+02 2.037899932861328125e+02 2.126300048828125000e+02 5.213899993896484375e+01 3.667100071907043457e-01 2.160000000000000000e+02 2.559900093078613281e+01 1.970399932861328125e+02
4.490000000000000000e+02 3.400000035762786865e-01 5.299999713897705078e-01 1.590000033378601074e+00 3.940999984741210938e+01 4.100000000000000000e+02 3.400000035762786865e-01 2.778000068664550781e+01 1.610000014305114746e+00 4.100999832153320312e+01 2.926000022888183594e+01 3.476400146484375000e+02 3.991600036621093750e+02 3.239000082015991211e+00 4.122300109863281250e+02 4.136900024414062500e+02 2.119499969482421875e+02 1.983800048828125000e+02 1.964400024414062500e+02 2.037899932861328125e+02 2.127200012207031250e+02 5.357199859619140625e+01 3.655999898910522461e-01 2.160200042724609375e+02 2.563899993896484375e+01 1.970500030517578125e+02
4.490000000000000000e+02 3.400000035762786865e-01 5.299999713897705078e-01 1.590000033378601074e+00 3.940999984741210938e+01 4.100000000000000000e+02 3.400000035762786865e-01 2.778000068664550781e+01 1.610000014305114746e+00 4.100999832153320312e+01 2.926000022888183594e+01 3.477399902343750000e+02 3.991700134277343750e+02 3.238800048828125000e+00 4.122000122070312500e+02 4.135700073242187500e+02 2.124199981689453125e+02 1.987899932861328125e+02 1.963600006103515625e+02 2.037100067138671875e+02 2.127400054931640625e+02 5.705899810791015625e+01 3.668900132179260254e-01 2.162799987792968750e+02 2.573200035095214844e+01 1.972400054931640625e+02
4.430000000000000000e+02 3.400000035762786865e-01 4.399999976158142090e-01 1.590000033378601074e+00 3.936000061035156250e+01 4.110000000000000000e+02 3.400000035762786865e-01 2.776000022888183594e+01 1.600000023841857910e+00 4.111999893188476562e+01 2.918000030517578125e+01 3.477200012207031250e+02 3.991499938964843750e+02 3.238800048828125000e+00 4.122600097656250000e+02 4.135799865722656250e+02 2.125000000000000000e+02 1.988999938964843750e+02 1.963699951171875000e+02 2.037100067138671875e+02 2.127200012207031250e+02 5.616799926757812500e+01 3.695999979972839355e-01 2.162200012207031250e+02 2.571400070190429688e+01 1.973699951171875000e+02
4.430000000000000000e+02 3.400000035762786865e-01 4.399999976158142090e-01 1.590000033378601074e+00 3.936000061035156250e+01 4.110000000000000000e+02 3.400000035762786865e-01 2.776000022888183594e+01 1.600000023841857910e+00 4.111999893188476562e+01 2.918000030517578125e+01 3.477500000000000000e+02 3.991000061035156250e+02 3.238800048828125000e+00 4.121799926757812500e+02 4.135400085449218750e+02 2.124900054931640625e+02 1.989299926757812500e+02 1.964600067138671875e+02 2.036999969482421875e+02 2.128099975585937500e+02 5.493899917602539062e+01 3.711900115013122559e-01 2.163099975585937500e+02 2.563999938964843750e+01 1.973800048828125000e+02
4.430000000000000000e+02 3.400000035762786865e-01 4.399999976158142090e-01 1.590000033378601074e+00 3.936000061035156250e+01 4.110000000000000000e+02 3.400000035762786865e-01 2.776000022888183594e+01 1.600000023841857910e+00 4.111999893188476562e+01 2.918000030517578125e+01 3.477000122070312500e+02 3.990199890136718750e+02 3.238399982452392578e+00 4.122200012207031250e+02 4.135799865722656250e+02 2.127599945068359375e+02 1.989799957275390625e+02 1.964600067138671875e+02 2.035599975585937500e+02 2.127200012207031250e+02 5.326599884033203125e+01 3.716500103473663330e-01 2.164199981689453125e+02 2.571100044250488281e+01 1.975700073242187500e+02
4.450000000000000000e+02 3.400000035762786865e-01 4.799999892711639404e-01 1.590000033378601074e+00 3.945000076293945312e+01 4.130000000000000000e+02 3.400000035762786865e-01 2.779000091552734375e+01 1.600000023841857910e+00 4.111000061035156250e+01 2.915999984741210938e+01 3.477399902343750000e+02 3.990400085449218750e+02 3.238899946212768555e+00 4.121600036621093750e+02 4.136099853515625000e+02 2.127100067138671875e+02 1.991000061035156250e+02 1.964700012207031250e+02 2.036199951171875000e+02 2.126000061035156250e+02 5.257500076293945312e+01 3.706499934196472168e-01 2.164199981689453125e+02 2.561800003051757812e+01 1.975000000000000000e+02
4.450000000000000000e+02 3.400000035762786865e-01 4.799999892711639404e-01 1.590000033378601074e+00 3.945000076293945312e+01 4.130000000000000000e+02 3.400000035762786865e-01 2.779000091552734375e+01 1.600000023841857910e+00 4.111000061035156250e+01 2.915999984741210938e+01 3.476900024414062500e+02 3.990499877929687500e+02 3.238899946212768555e+00 4.121900024414062500e+02 4.137500000000000000e+02 2.126799926757812500e+02 1.988899993896484375e+02 1.966100006103515625e+02 2.036799926757812500e+02 2.126499938964843750e+02 5.242900085449218750e+01 3.698900043964385986e-01 2.165800018310546875e+02 2.564599990844726562e+01 1.976000061035156250e+02
4.450000000000000000e+02 3.400000035762786865e-01 4.799999892711639404e-01 1.590000033378601074e+00 3.945000076293945312e+01 4.130000000000000000e+02 3.400000035762786865e-01 2.779000091552734375e+01 1.600000023841857910e+00 4.111000061035156250e+01 2.915999984741210938e+01 3.476700134277343750e+02 3.990199890136718750e+02 3.238600015640258789e+00 4.121199951171875000e+02 4.136400146484375000e+02 2.122899932861328125e+02 1.987400054931640625e+02 1.965000000000000000e+02 2.036600036621093750e+02 2.125500030517578125e+02 5.293899917602539062e+01 3.686200082302093506e-01 2.165000000000000000e+02 2.567600059509277344e+01 1.975000000000000000e+02
4.420000000000000000e+02 3.400000035762786865e-01 4.099999964237213135e-01 1.580000042915344238e+00 3.945000076293945312e+01 4.110000000000000000e+02 3.400000035762786865e-01 2.777000045776367188e+01 1.600000023841857910e+00 4.111999893188476562e+01 2.917000007629394531e+01 3.477300109863281250e+02 3.991300048828125000e+02 3.238500118255615234e+00 4.120599975585937500e+02 4.136400146484375000e+02 2.123000030517578125e+02 1.986799926757812500e+02 1.967299957275390625e+02 2.036600036621093750e+02 2.125200042724609375e+02 5.433800125122070312e+01 3.682299852371215820e-01 2.165000000000000000e+02 2.569400024414062500e+01 1.974900054931640625e+02
4.420000000000000000e+02 3.400000035762786865e-01 4.099999964237213135e-01 1.580000042915344238e+00 3.945000076293945312e+01 4.110000000000000000e+02 3.400000035762786865e-01 2.777000045776367188e+01 1.600000023841857910e+00 4.111999893188476562e+01 2.917000007629394531e+01 3.477500000000000000e+02 3.991199951171875000e+02 3.238800048828125000e+00 4.121900024414062500e+02 4.137300109863281250e+02 2.122700042724609375e+02 1.987200012207031250e+02 1.967200012207031250e+02 2.036799926757812500e+02 2.125399932861328125e+02 5.455199813842773438e+01 3.693099915981292725e-01 2.163800048828125000e+02 2.582200050354003906e+01 1.973999938964843750e+02
4.420000000000000000e+02 3.400000035762786865e-01 4.099999964237213135e-01 1.580000042915344238e+00 3.945000076293945312e+01 4.110000000000000000e+02 3.400000035762786865e-01 2.777000045776367188e+01 1.600000023841857910e+00 4.111999893188476562e+01 2.917000007629394531e+01 3.477799987792968750e+02 3.991700134277343750e+02 3.239099979400634766e+00 4.120599975585937500e+02 4.135700073242187500e+02 2.122500000000000000e+02 1.985700073242187500e+02 1.965099945068359375e+02 2.037899932861328125e+02 2.125599975585937500e+02 5.320100021362304688e+01 3.695499897003173828e-01 2.162200012207031250e+02 2.559600067138671875e+01 1.973699951171875000e+02
4.460000000000000000e+02 3.400000035762786865e-01 4.799999892711639404e-01 1.549999952316284180e+00 3.943999862670898438e+01 4.100100097656250000e+02 3.400000035762786865e-01 2.772999954223632812e+01 1.570199966430664062e+00 4.115999984741210938e+01 2.920999908447265625e+01 3.476199951171875000e+02 3.991700134277343750e+02 3.238699913024902344e+00 4.120299987792968750e+02 4.135400085449218750e+02 2.120899963378906250e+02 1.986699981689453125e+02 1.965500030517578125e+02 2.037200012207031250e+02 2.125000000000000000e+02 5.231900024414062500e+01 3.694800138473510742e-01 2.161100006103515625e+02 2.564299964904785156e+01 1.973399963378906250e+02
