1,0.207316354
2,0.243219405
3,0.28697595
4,0.337306976
5,0.388962477
6,0.436684161
7,0.478761137
8,0.515654027
9,0.547299206
10,0.574836493
11,0.599414527
12,0.620986402
13,0.639917254
14,0.655546606
15,0.667325795
16,0.674862623
17,0.677666962
18,0.675279379
19,0.667959869
20,0.657604396
21,0.644448638
22,0.626939714
23,0.605890095
24,0.581725061
25,0.554923296
26,0.525168359
27,0.492847025
28,0.459048271
29,0.424659431
30,0.388982326
31,0.353418678
32,0.320243806
33,0.290150106
34,0.262826383
35,0.236926883
36,0.2130633
37,0.190999746
38,0.170863315
39,0.152798444
40,0.137085184
41,0.12361902
42,0.112384729
43,0.102851234
44,0.095044874
45,0.089059897
46,0.085192181
47,0.083119772
48,0.082693219
49,0.083592556
50,0.085460506
51,0.087469831
52,0.089762807
53,0.092099413
54,0.094646715
55,0.097312488
56,0.100024834
57,0.102778718
58,0.105726704
59,0.108935013
60,0.112165704
61,0.115522489
62,0.119086571
63,0.123117015
64,0.127744317
65,0.132947713
66,0.138718262
67,0.144947276
68,0.151466787
69,0.158148006
70,0.164917842
71,0.171612471
72,0.178229183
73,0.184769556
74,0.191167235
75,0.197564855
76,0.203945965
77,0.210365936
78,0.216573998
79,0.222982585
80,0.229282513
81,0.235435307
82,0.241464242
83,0.247501358
84,0.253626019
85,0.25976029
86,0.26550734
87,0.270968854
88,0.276402801
89,0.282302201
90,0.28888461
91,0.296319783
92,0.30459398
93,0.313401401
94,0.32217139
95,0.330487043
96,0.337734461
97,0.343511701
98,0.347606957
99,0.350087792
100,0.3509233
101,0.350022405
102,0.348155588
103,0.345558017
104,0.342167765
105,0.338451624
106,0.335044891
107,0.332027048
108,0.329404205
109,0.32736817
110,0.325791389
111,0.324609667
112,0.323719829
113,0.322993219
114,0.32243681
115,0.322094917
116,0.322060704
117,0.322290123
118,0.3229011
119,0.32374841
120,0.324497461
121,0.325001657
122,0.325048715
123,0.324891806
124,0.324870199
125,0.325304717
126,0.326283187
127,0.327257127
128,0.328830987
129,0.330840141
130,0.333259583
131,0.33654958
132,0.34109351
133,0.347961187
134,0.357138127
135,0.36817804
136,0.380839616
137,0.39429149
138,0.407837719
139,0.420479923
140,0.43177405
141,0.441449016
142,0.449332535
143,0.45546183
144,0.460077763
145,0.463157594
146,0.464911699
147,0.465889513
148,0.467412442
149,0.469555289
150,0.472389966
151,0.476114333
152,0.481218815
153,0.488181353
154,0.497279614
155,0.509275734
156,0.52430886
157,0.541720152
158,0.559403956
159,0.576057076
160,0.590458512
161,0.601941943
162,0.610096276
163,0.614452779
164,0.615393996
165,0.612743139
166,0.607189357
167,0.598410726
168,0.587181747
169,0.573634624
170,0.558298171
171,0.541474938
172,0.523756087
173,0.505624652
174,0.487470508
175,0.469142646
176,0.450267941
177,0.431211382
178,0.412409902
179,0.393796504
180,0.375513554
181,0.358179808
182,0.341770768
183,0.326119721
184,0.311175048
185,0.296897203
186,0.283453763
187,0.270669341
188,0.258468181
189,0.24820967
190,0.239738524
191,0.233178839
192,0.228667095
193,0.225709677
194,0.223433509
195,0.221072704
196,0.218670353
197,0.216354162
198,0.214282453
199,0.212419286
200,0.210801348
201,0.209591001
202,0.208837345
203,0.208130449
204,0.207413957
205,0.206748173
206,0.206373081
207,0.206103161
208,0.206433997
209,0.207873866
210,0.210972592
211,0.216875881
212,0.226616636
213,0.240250915
214,0.257721871
215,0.279169708
216,0.304836154
217,0.334516317
218,0.367799342
219,0.404153585
220,0.442278534
221,0.482482851
222,0.524942935
223,0.566456079
224,0.603702009
225,0.633539677
226,0.655494213
227,0.669188738
228,0.674336135
229,0.67184633
230,0.662962019
231,0.649225175
232,0.63174516
233,0.611957729
234,0.591037214
235,0.569374144
236,0.547216952
237,0.524040878
238,0.499548018
239,0.473328143
240,0.446583241
241,0.419393182
242,0.393798828
243,0.37017709
244,0.348975092
245,0.330136836
246,0.313480139
247,0.298737198
248,0.285351396
249,0.272956491
250,0.261600882
251,0.251350939
252,0.241770551
253,0.233141065
254,0.225699648
255,0.219562545
256,0.21477221
257,0.211440936
258,0.209097713
259,0.207346439
