1,0.193837136
2,0.232858062
3,0.288258404
4,0.354649097
5,0.4194583
6,0.479229301
7,0.532950163
8,0.580284953
9,0.621041715
10,0.656229317
11,0.687558293
12,0.71586591
13,0.742033362
14,0.766173184
15,0.787892282
16,0.806570709
17,0.821336746
18,0.831751406
19,0.83762747
20,0.839303613
21,0.837156773
22,0.829868019
23,0.817254722
24,0.799523771
25,0.776297629
26,0.746334434
27,0.711708069
28,0.674106359
29,0.632074475
30,0.58704704
31,0.540665984
32,0.496728659
33,0.456144631
34,0.418085515
35,0.382151335
36,0.348841488
37,0.31713599
38,0.28663063
39,0.257570088
40,0.231165588
41,0.207748607
42,0.186302334
43,0.166822493
44,0.149438217
45,0.134634972
46,0.12266352
47,0.113020815
48,0.10541369
49,0.099226877
50,0.094144993
51,0.089796484
52,0.086213581
53,0.082937323
54,0.08022552
55,0.078058206
56,0.076363355
57,0.075269021
58,0.074829884
59,0.075075448
60,0.07594534
61,0.077333786
62,0.079274856
63,0.082101472
64,0.086033374
65,0.090978391
66,0.096933261
67,0.103772104
68,0.111117125
69,0.118856631
70,0.126780972
71,0.134449497
72,0.141836777
73,0.149015233
74,0.155899122
75,0.162871018
76,0.169965699
77,0.177455902
78,0.18478696
79,0.192615554
80,0.200472742
81,0.208228245
82,0.215706185
83,0.223378465
84,0.231356278
85,0.239381209
86,0.246820569
87,0.253692895
88,0.260259032
89,0.267348737
90,0.275151283
91,0.283934623
92,0.293788731
93,0.304323375
94,0.31529659
95,0.326118886
96,0.335413545
97,0.342894346
98,0.348115921
99,0.351040959
100,0.351770669
101,0.350467652
102,0.347771555
103,0.343920857
104,0.338998407
105,0.333637118
106,0.328585625
107,0.324092567
108,0.320291907
109,0.31746462
110,0.315286875
111,0.313703924
112,0.312565565
113,0.311656386
114,0.310952693
115,0.310488999
116,0.310411066
117,0.310606182
118,0.311259538
119,0.312148511
120,0.312867284
121,0.313274682
122,0.313069433
123,0.312535107
124,0.311963767
125,0.311878204
126,0.312479198
127,0.313347757
128,0.315135479
129,0.317235798
130,0.319276661
131,0.321864665
132,0.325353503
133,0.330947757
134,0.338925511
135,0.348629594
136,0.35988313
137,0.371933281
138,0.383792222
139,0.394593507
140,0.404106736
141,0.412258685
142,0.4187617
143,0.423291147
144,0.426173687
145,0.42753768
146,0.427174717
147,0.425470054
148,0.423268884
149,0.421713084
150,0.420692831
151,0.420356005
152,0.421620727
153,0.425461441
154,0.432288051
155,0.442994803
156,0.458263367
157,0.477557391
158,0.498650253
159,0.519789875
160,0.539004922
161,0.554948509
162,0.566588044
163,0.573280871
164,0.575684726
165,0.573460877
166,0.567780674
167,0.558725119
168,0.546921372
169,0.532965899
170,0.517153144
171,0.499832362
172,0.481609613
173,0.462994516
174,0.44503209
175,0.427283019
176,0.409555614
177,0.392019182
178,0.374185294
179,0.35635224
180,0.338686049
181,0.321906328
182,0.305893868
183,0.290134281
184,0.274610668
185,0.259696633
186,0.2453973
187,0.231542259
188,0.218548715
189,0.207759872
190,0.198560536
191,0.19109945
192,0.185782135
193,0.182027012
194,0.178512841
195,0.174311206
196,0.169739708
197,0.165035799
198,0.160779089
199,0.157006741
200,0.153847679
201,0.151440516
202,0.149894997
203,0.148358926
204,0.146768451
205,0.145189732
206,0.143924788
207,0.142705426
208,0.14200972
209,0.142512918
210,0.14493452
211,0.150398195
212,0.159331083
213,0.172030196
214,0.188495204
215,0.208827823
216,0.232714683
217,0.261745572
218,0.295020342
219,0.332116008
220,0.373850614
221,0.418951601
222,0.466258585
223,0.513564467
224,0.557489932
225,0.594971359
226,0.623532057
227,0.642058194
228,0.650054038
229,0.648410678
230,0.63869077
231,0.623699844
232,0.604786932
233,0.583475411
234,0.561120987
235,0.538276732
236,0.515459538
237,0.492345482
238,0.468465269
239,0.444135338
240,0.419998705
241,0.395909369
242,0.372287095
243,0.350197434
244,0.330138087
245,0.312222928
246,0.296298236
247,0.282131344
248,0.269440949
